id,target,file_path,fold,pred
0096446bc2,1,../input/train/0/0/9/0096446bc2.npy,0,0.4963379
009690aa07,0,../input/train/0/0/9/009690aa07.npy,0,0.099487305
00974ad97c,0,../input/train/0/0/9/00974ad97c.npy,0,0.44335938
0097e5636c,0,../input/train/0/0/9/0097e5636c.npy,0,0.14123535
0099b343a3,1,../input/train/0/0/9/0099b343a3.npy,0,0.2692871
009ce0fc3b,0,../input/train/0/0/9/009ce0fc3b.npy,0,0.11126709
009d43506d,1,../input/train/0/0/9/009d43506d.npy,0,0.9995117
009eb4ee3b,1,../input/train/0/0/9/009eb4ee3b.npy,0,1.0
009eb79f30,0,../input/train/0/0/9/009eb79f30.npy,0,0.20166016
009ed4a8dc,1,../input/train/0/0/9/009ed4a8dc.npy,0,0.50097656
00a15ea239,1,../input/train/0/0/a/00a15ea239.npy,0,0.6640625
00a1fa889c,1,../input/train/0/0/a/00a1fa889c.npy,0,0.87841797
00a296b274,0,../input/train/0/0/a/00a296b274.npy,0,0.15124512
00a2f8fb44,1,../input/train/0/0/a/00a2f8fb44.npy,0,0.9550781
00a48e8ccb,0,../input/train/0/0/a/00a48e8ccb.npy,0,0.31225586
00a4d4361c,0,../input/train/0/0/a/00a4d4361c.npy,0,0.2915039
00a566ab43,0,../input/train/0/0/a/00a566ab43.npy,0,0.30126953
00a5785f1d,1,../input/train/0/0/a/00a5785f1d.npy,0,0.16101074
00a6517221,1,../input/train/0/0/a/00a6517221.npy,0,1.0
00adb00027,0,../input/train/0/0/a/00adb00027.npy,0,0.15600586
00add98a45,1,../input/train/0/0/a/00add98a45.npy,0,0.9785156
00b1d07500,0,../input/train/0/0/b/00b1d07500.npy,0,0.1463623
00b2af9369,0,../input/train/0/0/b/00b2af9369.npy,0,0.13964844
00b3ebd50e,0,../input/train/0/0/b/00b3ebd50e.npy,0,0.26220703
00b41167da,0,../input/train/0/0/b/00b41167da.npy,0,0.18371582
00b71ff8be,1,../input/train/0/0/b/00b71ff8be.npy,0,0.99853516
00b79af5f6,1,../input/train/0/0/b/00b79af5f6.npy,0,0.21838379
00b8afdf8b,1,../input/train/0/0/b/00b8afdf8b.npy,0,0.99902344
00bbe2a3ab,1,../input/train/0/0/b/00bbe2a3ab.npy,0,0.47729492
00bd000de1,1,../input/train/0/0/b/00bd000de1.npy,0,0.40405273
00bd53e3ec,0,../input/train/0/0/b/00bd53e3ec.npy,0,0.22424316
00bed78de1,0,../input/train/0/0/b/00bed78de1.npy,0,0.13427734
00bf270f02,1,../input/train/0/0/b/00bf270f02.npy,0,0.44213867
00c286e229,0,../input/train/0/0/c/00c286e229.npy,0,0.33569336
00c52dafa6,1,../input/train/0/0/c/00c52dafa6.npy,0,1.0
00c5474bb5,1,../input/train/0/0/c/00c5474bb5.npy,0,0.24707031
00c8ef895b,1,../input/train/0/0/c/00c8ef895b.npy,0,0.3334961
00cb12e5ff,1,../input/train/0/0/c/00cb12e5ff.npy,0,0.31518555
00ceb9eb90,0,../input/train/0/0/c/00ceb9eb90.npy,0,0.25561523
00cf041329,0,../input/train/0/0/c/00cf041329.npy,0,0.8198242
00cf958d7c,1,../input/train/0/0/c/00cf958d7c.npy,0,0.46923828
00d00aaa04,0,../input/train/0/0/d/00d00aaa04.npy,0,0.37646484
00d0ec2754,1,../input/train/0/0/d/00d0ec2754.npy,0,0.9980469
00d16a372b,1,../input/train/0/0/d/00d16a372b.npy,0,0.3947754
00d1963276,1,../input/train/0/0/d/00d1963276.npy,0,1.0
00d2f2c311,0,../input/train/0/0/d/00d2f2c311.npy,0,0.28808594
00d918871b,1,../input/train/0/0/d/00d918871b.npy,0,0.9433594
00d93b304a,1,../input/train/0/0/d/00d93b304a.npy,0,1.0
00d9a6a00f,0,../input/train/0/0/d/00d9a6a00f.npy,0,0.1184082
00da06185c,0,../input/train/0/0/d/00da06185c.npy,0,0.1159668
00dd7962f0,0,../input/train/0/0/d/00dd7962f0.npy,0,0.2788086
00ddfd56fd,1,../input/train/0/0/d/00ddfd56fd.npy,0,0.20703125
00def2c64c,0,../input/train/0/0/d/00def2c64c.npy,0,0.15319824
00e0f0aa8b,1,../input/train/0/0/e/00e0f0aa8b.npy,0,0.19421387
00e396e75d,0,../input/train/0/0/e/00e396e75d.npy,0,0.1796875
00e6b02421,0,../input/train/0/0/e/00e6b02421.npy,0,0.2331543
00e81c1984,0,../input/train/0/0/e/00e81c1984.npy,0,0.16748047
00ea9a1f6c,0,../input/train/0/0/e/00ea9a1f6c.npy,0,0.10070801
00ec4031cb,1,../input/train/0/0/e/00ec4031cb.npy,0,0.98876953
00ee6911a0,0,../input/train/0/0/e/00ee6911a0.npy,0,0.18432617
00ef0fc6be,1,../input/train/0/0/e/00ef0fc6be.npy,0,1.0
00ef36b2c4,1,../input/train/0/0/e/00ef36b2c4.npy,0,1.0
00f2fa197d,1,../input/train/0/0/f/00f2fa197d.npy,0,1.0
00f3492a52,0,../input/train/0/0/f/00f3492a52.npy,0,0.48779297
00f3889920,0,../input/train/0/0/f/00f3889920.npy,0,0.17443848
00f4222952,0,../input/train/0/0/f/00f4222952.npy,0,0.10357666
00f812ce29,0,../input/train/0/0/f/00f812ce29.npy,0,0.24487305
00fb7bf5fe,1,../input/train/0/0/f/00fb7bf5fe.npy,0,0.796875
00fb86d12f,1,../input/train/0/0/f/00fb86d12f.npy,0,0.9926758
0100800978,0,../input/train/0/1/0/0100800978.npy,0,0.19152832
0101239f4e,0,../input/train/0/1/0/0101239f4e.npy,0,0.22680664
0101eabb56,0,../input/train/0/1/0/0101eabb56.npy,0,0.34301758
0103c0b221,0,../input/train/0/1/0/0103c0b221.npy,0,0.17626953
010735cf57,0,../input/train/0/1/0/010735cf57.npy,0,0.1529541
0107403da1,0,../input/train/0/1/0/0107403da1.npy,0,0.20275879
010c0b9380,1,../input/train/0/1/0/010c0b9380.npy,0,0.93310547
010c7f8673,1,../input/train/0/1/0/010c7f8673.npy,0,1.0
010edbab1e,0,../input/train/0/1/0/010edbab1e.npy,0,0.3095703
010f31c5ab,1,../input/train/0/1/0/010f31c5ab.npy,0,1.0
011586213d,1,../input/train/0/1/1/011586213d.npy,0,0.5332031
01185e9bdd,1,../input/train/0/1/1/01185e9bdd.npy,0,0.9970703
0119f7c749,0,../input/train/0/1/1/0119f7c749.npy,0,0.25585938
011a0b6788,1,../input/train/0/1/1/011a0b6788.npy,0,1.0
011a3dfb03,0,../input/train/0/1/1/011a3dfb03.npy,0,0.11798096
011a4cd228,0,../input/train/0/1/1/011a4cd228.npy,0,0.12219238
011a4ff012,1,../input/train/0/1/1/011a4ff012.npy,0,0.24328613
011e5e544b,0,../input/train/0/1/1/011e5e544b.npy,0,0.65234375
011e99729a,1,../input/train/0/1/1/011e99729a.npy,0,0.82958984
011f4234b5,0,../input/train/0/1/1/011f4234b5.npy,0,0.234375
0120e6e2ad,1,../input/train/0/1/2/0120e6e2ad.npy,0,1.0
01246fdaf6,1,../input/train/0/1/2/01246fdaf6.npy,0,1.0
01255d49bb,1,../input/train/0/1/2/01255d49bb.npy,0,0.96777344
012560532f,0,../input/train/0/1/2/012560532f.npy,0,0.17785645
01267f735d,1,../input/train/0/1/2/01267f735d.npy,0,1.0
012855aff2,1,../input/train/0/1/2/012855aff2.npy,0,0.4934082
012c008823,1,../input/train/0/1/2/012c008823.npy,0,1.0
01311ca7c4,1,../input/train/0/1/3/01311ca7c4.npy,0,1.0
01320dd783,0,../input/train/0/1/3/01320dd783.npy,0,0.26733398
01323d05bb,1,../input/train/0/1/3/01323d05bb.npy,0,0.25878906
0135ee1947,0,../input/train/0/1/3/0135ee1947.npy,0,0.1394043
013649d762,1,../input/train/0/1/3/013649d762.npy,0,0.1262207
013678968c,1,../input/train/0/1/3/013678968c.npy,0,0.9926758
0141359001,0,../input/train/0/1/4/0141359001.npy,0,0.2746582
0142e549a3,0,../input/train/0/1/4/0142e549a3.npy,0,0.17883301
0145fb0f1e,0,../input/train/0/1/4/0145fb0f1e.npy,0,0.19641113
01480602f3,1,../input/train/0/1/4/01480602f3.npy,0,0.90283203
014cdf9314,0,../input/train/0/1/4/014cdf9314.npy,0,0.14282227
014cf88bc7,1,../input/train/0/1/4/014cf88bc7.npy,0,0.30029297
014faf4bf9,0,../input/train/0/1/4/014faf4bf9.npy,0,0.54589844
014fb31656,0,../input/train/0/1/4/014fb31656.npy,0,0.17956543
01501172f6,1,../input/train/0/1/5/01501172f6.npy,0,0.15771484
0156126496,1,../input/train/0/1/5/0156126496.npy,0,1.0
0157017a67,1,../input/train/0/1/5/0157017a67.npy,0,0.9033203
0159514c29,0,../input/train/0/1/5/0159514c29.npy,0,0.26098633
015d3ea0db,0,../input/train/0/1/5/015d3ea0db.npy,0,0.17346191
0163a824bd,0,../input/train/0/1/6/0163a824bd.npy,0,0.097717285
016705664c,0,../input/train/0/1/6/016705664c.npy,0,0.15429688
01691675aa,1,../input/train/0/1/6/01691675aa.npy,0,0.25219727
016dbaf8c4,1,../input/train/0/1/6/016dbaf8c4.npy,0,1.0
0171b24adb,0,../input/train/0/1/7/0171b24adb.npy,0,0.1895752
01720bc56a,1,../input/train/0/1/7/01720bc56a.npy,0,0.42211914
01742dc349,1,../input/train/0/1/7/01742dc349.npy,0,0.18664551
0174dd9c25,1,../input/train/0/1/7/0174dd9c25.npy,0,1.0
017540ed36,1,../input/train/0/1/7/017540ed36.npy,0,1.0
0177a60965,0,../input/train/0/1/7/0177a60965.npy,0,0.17663574
0178070906,0,../input/train/0/1/7/0178070906.npy,0,0.09790039
01791d756d,0,../input/train/0/1/7/01791d756d.npy,0,0.16662598
0179325256,0,../input/train/0/1/7/0179325256.npy,0,0.53027344
017a3b0db9,0,../input/train/0/1/7/017a3b0db9.npy,0,0.28955078
017c1ab451,0,../input/train/0/1/7/017c1ab451.npy,0,0.1940918
017e94ba05,0,../input/train/0/1/7/017e94ba05.npy,0,0.23254395
0180c7377b,1,../input/train/0/1/8/0180c7377b.npy,0,0.25341797
018387fece,0,../input/train/0/1/8/018387fece.npy,0,0.2064209
01840fc4aa,0,../input/train/0/1/8/01840fc4aa.npy,0,0.15356445
0189e7b3f1,0,../input/train/0/1/8/0189e7b3f1.npy,0,0.13024902
018a3cd9f3,1,../input/train/0/1/8/018a3cd9f3.npy,0,0.3815918
018ca0d90b,0,../input/train/0/1/8/018ca0d90b.npy,0,0.17797852
018d562e26,0,../input/train/0/1/8/018d562e26.npy,0,0.15270996
018db3697a,0,../input/train/0/1/8/018db3697a.npy,0,0.49047852
0192ab605c,0,../input/train/0/1/9/0192ab605c.npy,0,0.33032227
0193278536,1,../input/train/0/1/9/0193278536.npy,0,0.4987793
01942b6a08,0,../input/train/0/1/9/01942b6a08.npy,0,0.08343506
01947ae3bb,0,../input/train/0/1/9/01947ae3bb.npy,0,0.37646484
019556e9b2,0,../input/train/0/1/9/019556e9b2.npy,0,0.09753418
0196d1e544,0,../input/train/0/1/9/0196d1e544.npy,0,0.085876465
0198efc9cb,0,../input/train/0/1/9/0198efc9cb.npy,0,0.4140625
019aa17684,1,../input/train/0/1/9/019aa17684.npy,0,1.0
019b537b13,1,../input/train/0/1/9/019b537b13.npy,0,0.95947266
019b99443a,1,../input/train/0/1/9/019b99443a.npy,0,1.0
019e4ce1c6,1,../input/train/0/1/9/019e4ce1c6.npy,0,0.9995117
019e581917,1,../input/train/0/1/9/019e581917.npy,0,0.23144531
019f247b94,1,../input/train/0/1/9/019f247b94.npy,0,1.0
01a1495536,1,../input/train/0/1/a/01a1495536.npy,0,0.40844727
01a155b523,1,../input/train/0/1/a/01a155b523.npy,0,0.9995117
01a174a1a0,0,../input/train/0/1/a/01a174a1a0.npy,0,0.17871094
01a5260e58,0,../input/train/0/1/a/01a5260e58.npy,0,0.13891602
01a56d5dda,1,../input/train/0/1/a/01a56d5dda.npy,0,1.0
01a62f4b90,0,../input/train/0/1/a/01a62f4b90.npy,0,0.16516113
01a64c8102,1,../input/train/0/1/a/01a64c8102.npy,0,1.0
01a96be30c,0,../input/train/0/1/a/01a96be30c.npy,0,0.14929199
01ad194b45,0,../input/train/0/1/a/01ad194b45.npy,0,0.1953125
01ae3802c3,0,../input/train/0/1/a/01ae3802c3.npy,0,0.16784668
01afffd8eb,0,../input/train/0/1/a/01afffd8eb.npy,0,0.45922852
01b3603874,1,../input/train/0/1/b/01b3603874.npy,0,1.0
01b4cc3b0c,1,../input/train/0/1/b/01b4cc3b0c.npy,0,0.37963867
01b961bcf6,1,../input/train/0/1/b/01b961bcf6.npy,0,1.0
01bb7b0ab6,1,../input/train/0/1/b/01bb7b0ab6.npy,0,0.20690918
01bd76a8d5,0,../input/train/0/1/b/01bd76a8d5.npy,0,0.1730957
01bd8600af,1,../input/train/0/1/b/01bd8600af.npy,0,0.33862305
01be52d169,0,../input/train/0/1/b/01be52d169.npy,0,0.52246094
01bf02bb78,1,../input/train/0/1/b/01bf02bb78.npy,0,1.0
01bf59c1d4,1,../input/train/0/1/b/01bf59c1d4.npy,0,0.9941406
01c0da349b,1,../input/train/0/1/c/01c0da349b.npy,0,0.41552734
01c1f6699f,1,../input/train/0/1/c/01c1f6699f.npy,0,0.28857422
01c339f696,0,../input/train/0/1/c/01c339f696.npy,0,0.10632324
01c418ce4a,1,../input/train/0/1/c/01c418ce4a.npy,0,0.4868164
01c908d84a,0,../input/train/0/1/c/01c908d84a.npy,0,0.17944336
01c95e43ea,0,../input/train/0/1/c/01c95e43ea.npy,0,0.1159668
01cb8fe908,1,../input/train/0/1/c/01cb8fe908.npy,0,0.14453125
01cef5d8b3,1,../input/train/0/1/c/01cef5d8b3.npy,0,0.984375
01cfadbd2a,0,../input/train/0/1/c/01cfadbd2a.npy,0,0.18444824
01cfb32e77,1,../input/train/0/1/c/01cfb32e77.npy,0,0.33374023
01d022a579,1,../input/train/0/1/d/01d022a579.npy,0,0.9741211
01d293b47b,0,../input/train/0/1/d/01d293b47b.npy,0,0.23034668
01d4623893,0,../input/train/0/1/d/01d4623893.npy,0,0.21044922
01d54b0cfc,1,../input/train/0/1/d/01d54b0cfc.npy,0,0.42529297
01d9f8661f,1,../input/train/0/1/d/01d9f8661f.npy,0,0.9975586
01da62851f,0,../input/train/0/1/d/01da62851f.npy,0,0.28149414
01db230b5d,1,../input/train/0/1/d/01db230b5d.npy,0,0.14916992
01db26aa21,1,../input/train/0/1/d/01db26aa21.npy,0,0.26220703
01dcf40577,1,../input/train/0/1/d/01dcf40577.npy,0,1.0
01dd2014ec,0,../input/train/0/1/d/01dd2014ec.npy,0,0.111816406
01ddc8bd4c,1,../input/train/0/1/d/01ddc8bd4c.npy,0,1.0
01dec3d3e4,0,../input/train/0/1/d/01dec3d3e4.npy,0,0.21838379
01df44fd1a,0,../input/train/0/1/d/01df44fd1a.npy,0,0.18066406
01dfa1830f,1,../input/train/0/1/d/01dfa1830f.npy,0,0.6245117
01e060c996,0,../input/train/0/1/e/01e060c996.npy,0,0.115356445
01e588c2e7,1,../input/train/0/1/e/01e588c2e7.npy,0,0.27319336
01e9ae7e5b,1,../input/train/0/1/e/01e9ae7e5b.npy,0,1.0
01ea011d5f,0,../input/train/0/1/e/01ea011d5f.npy,0,0.38671875
01ed4da7a3,0,../input/train/0/1/e/01ed4da7a3.npy,0,0.17553711
01edfb0eff,0,../input/train/0/1/e/01edfb0eff.npy,0,0.8466797
01ef63e413,0,../input/train/0/1/e/01ef63e413.npy,0,0.2631836
01f3976807,0,../input/train/0/1/f/01f3976807.npy,0,0.22741699
01f4e41cd9,0,../input/train/0/1/f/01f4e41cd9.npy,0,0.40551758
01f5c4521d,1,../input/train/0/1/f/01f5c4521d.npy,0,1.0
01f74dfca8,0,../input/train/0/1/f/01f74dfca8.npy,0,0.18554688
01f796e089,1,../input/train/0/1/f/01f796e089.npy,0,0.35498047
01f8a4858d,1,../input/train/0/1/f/01f8a4858d.npy,0,0.47851562
01fe2a3e27,1,../input/train/0/1/f/01fe2a3e27.npy,0,1.0
01fe782560,1,../input/train/0/1/f/01fe782560.npy,0,0.9980469
01ff1738cc,1,../input/train/0/1/f/01ff1738cc.npy,0,1.0
020074d5ea,0,../input/train/0/2/0/020074d5ea.npy,0,0.11657715
020078547b,1,../input/train/0/2/0/020078547b.npy,0,1.0
0205873d54,1,../input/train/0/2/0/0205873d54.npy,0,0.5395508
020814c265,0,../input/train/0/2/0/020814c265.npy,0,0.28686523
02091c2451,0,../input/train/0/2/0/02091c2451.npy,0,0.10211182
02092ee99d,1,../input/train/0/2/0/02092ee99d.npy,0,0.72509766
0209806bb4,1,../input/train/0/2/0/0209806bb4.npy,0,0.74658203
020fff88e9,1,../input/train/0/2/0/020fff88e9.npy,0,0.84814453
021031636c,1,../input/train/0/2/1/021031636c.npy,0,0.8232422
0211ae0ed4,1,../input/train/0/2/1/0211ae0ed4.npy,0,1.0
02135c0fe4,0,../input/train/0/2/1/02135c0fe4.npy,0,0.18371582
0213653d4e,1,../input/train/0/2/1/0213653d4e.npy,0,1.0
0213abb339,1,../input/train/0/2/1/0213abb339.npy,0,1.0
021807cf58,1,../input/train/0/2/1/021807cf58.npy,0,0.54589844
021a7385a3,0,../input/train/0/2/1/021a7385a3.npy,0,0.13623047
021c1cf31f,1,../input/train/0/2/1/021c1cf31f.npy,0,0.19128418
021f610722,1,../input/train/0/2/1/021f610722.npy,0,1.0
02250e7fa0,1,../input/train/0/2/2/02250e7fa0.npy,0,0.15551758
0228493008,1,../input/train/0/2/2/0228493008.npy,0,0.12585449
0228ad01df,0,../input/train/0/2/2/0228ad01df.npy,0,0.48461914
022b1dde06,0,../input/train/0/2/2/022b1dde06.npy,0,0.1496582
022dec58dd,1,../input/train/0/2/2/022dec58dd.npy,0,0.15637207
022e58207a,1,../input/train/0/2/2/022e58207a.npy,0,1.0
022ff0e6f9,0,../input/train/0/2/2/022ff0e6f9.npy,0,0.14697266
023151c2f1,1,../input/train/0/2/3/023151c2f1.npy,0,1.0
023223d7af,0,../input/train/0/2/3/023223d7af.npy,0,0.18054199
0232936dec,0,../input/train/0/2/3/0232936dec.npy,0,0.13427734
023304c4f5,0,../input/train/0/2/3/023304c4f5.npy,0,0.17370605
0236a5164e,0,../input/train/0/2/3/0236a5164e.npy,0,0.10211182
0237090b3b,0,../input/train/0/2/3/0237090b3b.npy,0,0.23144531
0238db48bf,1,../input/train/0/2/3/0238db48bf.npy,0,0.9111328
0239d6a794,1,../input/train/0/2/3/0239d6a794.npy,0,0.2409668
023f245a24,1,../input/train/0/2/3/023f245a24.npy,0,0.8183594
024461878e,0,../input/train/0/2/4/024461878e.npy,0,0.22265625
024870b0c8,1,../input/train/0/2/4/024870b0c8.npy,0,0.6088867
0249926cc2,0,../input/train/0/2/4/0249926cc2.npy,0,0.16003418
024cf45747,1,../input/train/0/2/4/024cf45747.npy,0,0.9296875
024de99497,1,../input/train/0/2/4/024de99497.npy,0,1.0
024e320b53,0,../input/train/0/2/4/024e320b53.npy,0,0.16369629
025057c87f,0,../input/train/0/2/5/025057c87f.npy,0,0.33862305
0254a389ea,0,../input/train/0/2/5/0254a389ea.npy,0,0.2919922
02567a1623,0,../input/train/0/2/5/02567a1623.npy,0,0.19714355
025ddbc7cf,0,../input/train/0/2/5/025ddbc7cf.npy,0,0.14953613
025eef8aca,1,../input/train/0/2/5/025eef8aca.npy,0,0.23937988
025f4c0149,0,../input/train/0/2/5/025f4c0149.npy,0,0.5673828
0260d7e6e5,1,../input/train/0/2/6/0260d7e6e5.npy,0,1.0
0262aaac7a,0,../input/train/0/2/6/0262aaac7a.npy,0,0.17736816
0262df5038,0,../input/train/0/2/6/0262df5038.npy,0,0.23071289
02634074ed,1,../input/train/0/2/6/02634074ed.npy,0,1.0
02637e476d,1,../input/train/0/2/6/02637e476d.npy,0,0.9980469
0264b7eedb,1,../input/train/0/2/6/0264b7eedb.npy,0,0.48217773
0268b0f9ed,1,../input/train/0/2/6/0268b0f9ed.npy,0,0.43066406
026a6bfda9,0,../input/train/0/2/6/026a6bfda9.npy,0,0.29370117
026b387df6,1,../input/train/0/2/6/026b387df6.npy,0,1.0
026b4f7015,1,../input/train/0/2/6/026b4f7015.npy,0,1.0
026c91a3f4,1,../input/train/0/2/6/026c91a3f4.npy,0,0.09967041
0270a2c5a9,1,../input/train/0/2/7/0270a2c5a9.npy,0,0.22436523
02750c9c26,1,../input/train/0/2/7/02750c9c26.npy,0,1.0
0276c41145,0,../input/train/0/2/7/0276c41145.npy,0,0.16186523
02776ba85b,0,../input/train/0/2/7/02776ba85b.npy,0,0.29101562
0279b36fcc,1,../input/train/0/2/7/0279b36fcc.npy,0,0.23791504
027bbdaf37,0,../input/train/0/2/7/027bbdaf37.npy,0,0.13439941
027cb835aa,0,../input/train/0/2/7/027cb835aa.npy,0,0.13208008
02804f1923,0,../input/train/0/2/8/02804f1923.npy,0,0.47070312
02806f5c48,0,../input/train/0/2/8/02806f5c48.npy,0,0.21716309
02813203d7,1,../input/train/0/2/8/02813203d7.npy,0,0.9995117
0282afb7c2,0,../input/train/0/2/8/0282afb7c2.npy,0,0.20690918
02835279a4,0,../input/train/0/2/8/02835279a4.npy,0,0.3725586
028515b4c5,0,../input/train/0/2/8/028515b4c5.npy,0,0.2919922
0286b2e3bf,0,../input/train/0/2/8/0286b2e3bf.npy,0,0.16625977
02883741e0,0,../input/train/0/2/8/02883741e0.npy,0,0.35180664
